journey_id,touchpoint_sequence,num_touchpoints,converted,revenue
2697,Direct,1,0,0.0
2698,Paid Search,1,0,0.0
2699,Display,1,0,0.0
2700,Social Media,1,0,0.0
2701,Paid Search,1,1,23.59
2702,Organic Search,1,0,0.0
2703,Direct;Email;Email;Email;Organic Search;Organic Search,6,0,0.0
2704,Display;Direct,2,0,0.0
2705,Direct;Email;Paid Search,3,0,0.0
2706,Paid Search;Email;Social Media;Direct;Organic Search;Direct,6,1,18.46
2707,Paid Search;Social Media;Paid Search;Social Media;Display;Social Media;Email;Email,8,1,49.05
2708,Direct;Organic Search;Email,3,0,0.0
2709,Organic Search;Email;Email;Paid Search;Display;Direct;Direct,7,0,0.0
2710,Organic Search,1,0,0.0
2711,Paid Search;Direct,2,0,0.0
2712,Organic Search;Display;Social Media;Social Media;Direct,5,0,0.0
2713,Paid Search;Direct;Email;Social Media;Paid Search,5,0,0.0
2714,Organic Search,1,0,0.0
2715,Organic Search;Email;Paid Search;Display;Paid Search;Paid Search,6,0,0.0
2716,Email,1,0,0.0
2717,Organic Search,1,1,114.92
2718,Organic Search;Social Media;Social Media;Email;Display;Email;Display;Direct,8,0,0.0
2719,Organic Search;Direct,2,0,0.0
2720,Organic Search;Email;Display;Social Media;Direct;Direct,6,0,0.0
2721,Direct;Organic Search;Display,3,0,0.0
2722,Paid Search,1,0,0.0
2723,Organic Search;Paid Search;Email;Email;Social Media,5,1,48.91
2724,Organic Search;Organic Search;Email;Social Media,4,0,0.0
2725,Display;Paid Search,2,0,0.0
2726,Direct,1,0,0.0
2727,Social Media,1,0,0.0
2728,Display;Display;Direct;Organic Search,4,0,0.0
2729,Organic Search;Direct;Email;Direct,4,0,0.0
2730,Organic Search;Display;Social Media;Paid Search;Direct,5,1,48.47
2731,Organic Search;Organic Search;Display,3,0,0.0
2732,Organic Search;Organic Search,2,1,25.35
2733,Display;Paid Search,2,0,0.0
2734,Organic Search,1,0,0.0
2735,Direct;Social Media;Display;Display;Organic Search,5,0,0.0
2736,Direct;Paid Search,2,0,0.0
2737,Email;Paid Search,2,0,0.0
2738,Organic Search,1,0,0.0
2739,Social Media;Paid Search;Social Media,3,0,0.0
2740,Email;Direct,2,0,0.0
2741,Paid Search;Social Media;Direct,3,0,0.0
2742,Organic Search;Paid Search;Social Media;Direct;Social Media,5,0,0.0
2743,Organic Search;Organic Search,2,0,0.0
2744,Organic Search;Email;Direct,3,0,0.0
2745,Organic Search;Direct,2,0,0.0
2746,Social Media;Paid Search,2,0,0.0
2747,Organic Search;Display;Email;Direct,4,0,0.0
2748,Organic Search,1,0,0.0
2749,Social Media;Display;Display;Direct,4,0,0.0
2750,Social Media,1,0,0.0
2751,Display;Social Media,2,0,0.0
2752,Paid Search;Social Media;Social Media;Paid Search,4,0,0.0
2753,Organic Search;Paid Search,2,0,0.0
2754,Social Media;Direct,2,0,0.0
2755,Direct;Email;Direct,3,0,0.0
2756,Organic Search;Paid Search,2,0,0.0
2757,Organic Search;Email;Social Media;Organic Search,4,0,0.0
2758,Social Media;Paid Search;Email;Paid Search;Social Media;Social Media,6,0,0.0
2759,Display;Email;Display;Direct,4,1,69.08
2760,Display;Email;Social Media;Email,4,0,0.0
2761,Paid Search;Email;Direct,3,0,0.0
2762,Display;Paid Search,2,0,0.0
2763,Organic Search;Organic Search;Paid Search,3,1,24.48
2764,Direct;Display;Display;Direct,4,0,0.0
2765,Email;Direct,2,0,0.0
2766,Organic Search;Social Media;Paid Search,3,0,0.0
2767,Organic Search;Paid Search,2,0,0.0
2768,Direct;Social Media;Direct;Social Media;Direct,5,1,49.2
2769,Organic Search;Email;Paid Search,3,0,0.0
2770,Paid Search;Email,2,0,0.0
2771,Paid Search,1,0,0.0
2772,Organic Search;Direct,2,0,0.0
2773,Direct,1,0,0.0
2774,Direct,1,0,0.0
2775,Direct;Paid Search;Paid Search;Social Media;Social Media;Organic Search,6,1,154.26
2776,Organic Search;Direct,2,0,0.0
2777,Organic Search,1,0,0.0
2778,Direct;Paid Search,2,0,0.0
2779,Direct;Social Media,2,0,0.0
2780,Paid Search;Paid Search,2,0,0.0
2781,Social Media;Direct;Paid Search,3,0,0.0
2782,Social Media;Social Media;Display;Email,4,1,33.77
2783,Paid Search;Organic Search;Organic Search,3,1,50.37
2784,Email,1,1,38.93
2785,Paid Search;Paid Search;Display;Social Media;Social Media;Email;Direct,7,0,0.0
2786,Direct,1,0,0.0
2787,Organic Search;Email;Organic Search,3,0,0.0
2788,Paid Search;Organic Search,2,0,0.0
2789,Organic Search;Direct;Social Media;Social Media;Email;Social Media;Organic Search,7,0,0.0
2790,Direct;Social Media;Direct,3,0,0.0
2791,Email;Direct,2,0,0.0
2792,Organic Search;Social Media;Email;Direct,4,1,82.46
2793,Social Media;Paid Search,2,0,0.0
2794,Direct;Social Media;Display;Paid Search,4,0,0.0
2795,Organic Search;Email;Paid Search,3,0,0.0
2796,Direct;Email;Direct,3,0,0.0
2797,Paid Search;Paid Search;Email;Paid Search,4,0,0.0
2798,Paid Search;Direct,2,0,0.0
2799,Social Media;Organic Search,2,0,0.0
2800,Display;Email;Email;Paid Search,4,1,34.58
2801,Social Media;Paid Search;Social Media;Direct,4,0,0.0
2802,Social Media;Email,2,0,0.0
2803,Organic Search;Social Media,2,0,0.0
2804,Direct;Paid Search,2,0,0.0
2805,Direct;Social Media;Direct,3,0,0.0
2806,Direct;Social Media;Direct,3,0,0.0
2807,Email;Paid Search;Email,3,1,14.66
2808,Organic Search,1,1,29.76
2809,Paid Search;Display;Direct;Display;Direct,5,1,12.63
2810,Organic Search,1,1,25.38
2811,Organic Search;Social Media;Social Media;Social Media;Social Media;Paid Search;Email;Email;Paid Search;Email;Paid Search,11,0,0.0
2812,Display;Email;Organic Search,3,0,0.0
2813,Organic Search,1,0,0.0
2814,Display,1,0,0.0
2815,Paid Search;Organic Search,2,0,0.0
2816,Organic Search;Social Media;Email;Social Media;Paid Search,5,1,49.35
2817,Organic Search;Social Media;Display;Display;Paid Search,5,0,0.0
2818,Direct;Display;Display,3,1,59.65
2819,Paid Search,1,0,0.0
2820,Display;Email;Email,3,0,0.0
2821,Email;Display;Display,3,0,0.0
2822,Social Media;Direct;Display;Paid Search;Paid Search,5,0,0.0
2823,Display;Social Media;Paid Search;Organic Search,4,0,0.0
2824,Paid Search,1,0,0.0
2825,Social Media;Display;Display;Organic Search,4,0,0.0
2826,Display;Direct;Email;Organic Search;Paid Search,5,0,0.0
2827,Organic Search;Paid Search,2,0,0.0
2828,Display,1,0,0.0
2829,Display;Organic Search;Paid Search,3,0,0.0
2830,Paid Search;Email;Display;Email;Direct;Email,6,1,19.89
2831,Email;Email;Display;Display;Organic Search;Display;Paid Search;Paid Search,8,0,0.0
2832,Paid Search;Email;Email,3,0,0.0
2833,Organic Search,1,0,0.0
2834,Organic Search,1,0,0.0
2835,Display;Paid Search;Paid Search,3,0,0.0
2836,Display;Paid Search,2,0,0.0
2837,Paid Search;Display;Direct;Display;Direct,5,0,0.0
2838,Social Media;Direct,2,0,0.0
2839,Organic Search;Social Media;Social Media;Direct;Display;Display;Display;Email;Paid Search;Paid Search;Display;Direct,12,0,0.0
2840,Paid Search;Direct,2,0,0.0
2841,Email,1,0,0.0
2842,Direct,1,0,0.0
2843,Social Media;Organic Search,2,0,0.0
2844,Social Media;Direct;Email;Direct,4,0,0.0
2845,Organic Search;Paid Search;Social Media;Organic Search;Social Media,5,0,0.0
2846,Direct;Social Media,2,0,0.0
2847,Paid Search,1,0,0.0
2848,Paid Search;Social Media;Email;Display;Organic Search;Paid Search,6,0,0.0
2849,Paid Search;Social Media;Organic Search;Paid Search,4,0,0.0
2850,Organic Search;Paid Search,2,0,0.0
2851,Direct;Direct,2,0,0.0
2852,Organic Search;Organic Search,2,0,0.0
2853,Social Media;Paid Search,2,0,0.0
2854,Paid Search;Social Media,2,0,0.0
2855,Paid Search;Display;Paid Search;Social Media;Social Media;Social Media;Direct,7,1,29.2
2856,Paid Search;Paid Search,2,0,0.0
2857,Organic Search,1,0,0.0
2858,Social Media,1,0,0.0
2859,Paid Search;Direct,2,0,0.0
2860,Direct;Direct,2,0,0.0
2861,Direct,1,0,0.0
2862,Organic Search;Email;Direct,3,1,16.49
2863,Organic Search;Direct,2,0,0.0
2864,Direct,1,0,0.0
2865,Organic Search;Display;Organic Search;Social Media;Organic Search;Display;Paid Search;Social Media;Display;Email;Direct,11,1,59.26
2866,Organic Search;Direct,2,0,0.0
2867,Organic Search;Direct,2,1,24.01
2868,Organic Search;Direct,2,1,148.48
2869,Paid Search;Direct,2,0,0.0
2870,Direct,1,0,0.0
2871,Organic Search;Paid Search;Email;Direct,4,0,0.0
2872,Paid Search;Direct,2,1,21.43
2873,Organic Search;Organic Search;Direct,3,1,12.07
2874,Organic Search,1,0,0.0
2875,Organic Search;Direct,2,0,0.0
2876,Social Media,1,0,0.0
2877,Organic Search;Social Media;Social Media;Social Media;Paid Search;Direct;Display;Paid Search;Paid Search,9,0,0.0
2878,Social Media,1,0,0.0
2879,Display,1,0,0.0
2880,Paid Search,1,0,0.0
2881,Paid Search,1,0,0.0
2882,Direct;Email;Email;Direct,4,0,0.0
2883,Organic Search,1,0,0.0
2884,Social Media;Social Media,2,0,0.0
2885,Organic Search;Direct,2,1,48.65
2886,Display,1,0,0.0
2887,Organic Search;Display,2,0,0.0
2888,Organic Search;Social Media;Direct,3,0,0.0
2889,Paid Search;Email;Display,3,0,0.0
2890,Organic Search;Email;Social Media;Direct,4,0,0.0
2891,Organic Search,1,1,21.06
2892,Social Media;Paid Search;Direct,3,0,0.0
2893,Display,1,0,0.0
2894,Organic Search;Paid Search,2,0,0.0
2895,Organic Search;Direct,2,0,0.0
2896,Organic Search;Email;Paid Search;Display;Email;Direct,6,1,101.09
2897,Paid Search,1,0,0.0
2898,Organic Search;Display,2,0,0.0
2899,Social Media;Organic Search;Direct,3,1,35.23
2900,Organic Search;Display;Display;Direct,4,0,0.0
2901,Social Media;Email;Display;Paid Search,4,0,0.0
2902,Social Media;Paid Search;Paid Search,3,0,0.0
2903,Paid Search;Paid Search;Organic Search,3,0,0.0
2904,Email;Paid Search;Direct,3,0,0.0
2905,Direct,1,0,0.0
2906,Direct,1,0,0.0
2907,Organic Search;Paid Search;Email;Organic Search,4,0,0.0
2908,Organic Search;Paid Search;Display;Direct,4,0,0.0
2909,Direct;Paid Search;Paid Search,3,0,0.0
2910,Direct,1,0,0.0
2911,Direct,1,0,0.0
2912,Organic Search;Direct;Paid Search;Email;Paid Search,5,0,0.0
2913,Paid Search,1,0,0.0
2914,Organic Search;Email,2,0,0.0
2915,Direct;Email,2,0,0.0
2916,Display;Display;Email;Paid Search,4,0,0.0
2917,Organic Search,1,0,0.0
2918,Social Media;Direct,2,0,0.0
2919,Social Media,1,0,0.0
2920,Organic Search;Organic Search;Email;Organic Search,4,0,0.0
2921,Display;Organic Search;Email;Direct;Paid Search;Email;Paid Search;Paid Search,8,0,0.0
2922,Organic Search,1,0,0.0
2923,Display,1,0,0.0
2924,Organic Search;Direct;Organic Search,3,0,0.0
2925,Organic Search;Email;Email;Paid Search;Display;Direct;Social Media;Social Media;Email;Social Media;Organic Search,11,1,52.5
2926,Email,1,0,0.0
2927,Organic Search;Paid Search,2,0,0.0
2928,Direct;Organic Search,2,0,0.0
2929,Direct;Organic Search;Organic Search;Display;Organic Search;Email;Direct;Direct,8,0,0.0
2930,Organic Search,1,0,0.0
2931,Social Media;Paid Search;Social Media,3,1,62.97
2932,Social Media,1,0,0.0
2933,Organic Search;Social Media,2,0,0.0
2934,Email,1,0,0.0
2935,Paid Search;Organic Search,2,1,41.59
2936,Paid Search,1,0,0.0
2937,Direct,1,0,0.0
2938,Social Media,1,0,0.0
2939,Display;Organic Search,2,0,0.0
2940,Social Media;Direct,2,0,0.0
2941,Organic Search;Direct;Social Media,3,1,43.44
2942,Display;Display,2,0,0.0
2943,Direct;Paid Search,2,0,0.0
2944,Direct;Paid Search;Paid Search;Email;Social Media;Paid Search,6,1,122.09
2945,Organic Search;Paid Search;Social Media;Organic Search,4,0,0.0
2946,Direct;Direct,2,0,0.0
2947,Display;Display,2,0,0.0
2948,Email,1,1,43.05
2949,Paid Search,1,0,0.0
2950,Email,1,0,0.0
2951,Organic Search;Organic Search;Paid Search,3,0,0.0
2952,Email;Display;Email;Social Media;Social Media;Organic Search;Paid Search;Organic Search,8,1,37.15
2953,Social Media;Direct,2,0,0.0
2954,Organic Search;Email;Direct,3,0,0.0
2955,Direct,1,0,0.0
2956,Organic Search;Paid Search;Display;Organic Search,4,0,0.0
2957,Organic Search;Paid Search;Email,3,0,0.0
2958,Organic Search,1,0,0.0
2959,Organic Search;Display;Paid Search,3,0,0.0
2960,Organic Search;Direct,2,0,0.0
2961,Organic Search,1,0,0.0
2962,Organic Search;Direct;Paid Search,3,0,0.0
2963,Social Media;Email;Direct,3,0,0.0
2964,Social Media;Email;Email;Social Media;Social Media;Paid Search,6,1,29.92
2965,Direct;Email;Email;Display,4,0,0.0
2966,Organic Search;Direct,2,0,0.0
2967,Email;Organic Search;Social Media;Social Media,4,0,0.0
2968,Social Media;Direct;Paid Search,3,0,0.0
2969,Organic Search;Email;Email;Direct,4,0,0.0
2970,Organic Search,1,0,0.0
2971,Direct;Display;Direct;Social Media;Organic Search;Display;Social Media;Direct;Direct;Email;Email;Direct,12,0,0.0
2972,Paid Search,1,0,0.0
2973,Paid Search;Social Media;Email,3,0,0.0
2974,Email;Social Media,2,1,15.89
2975,Social Media;Display;Email;Direct,4,0,0.0
2976,Social Media;Direct,2,0,0.0
2977,Direct;Paid Search;Direct,3,0,0.0
2978,Paid Search;Paid Search,2,0,0.0
2979,Direct;Direct;Social Media;Organic Search;Organic Search,5,0,0.0
2980,Direct,1,0,0.0
2981,Direct;Organic Search;Paid Search,3,0,0.0
2982,Paid Search;Direct,2,0,0.0
2983,Direct,1,0,0.0
2984,Display,1,0,0.0
2985,Social Media,1,0,0.0
2986,Organic Search;Display;Email;Organic Search;Email;Organic Search,6,0,0.0
2987,Organic Search,1,0,0.0
2988,Organic Search;Social Media;Display;Direct,4,1,26.97
2989,Paid Search;Direct;Direct,3,1,13.83
2990,Direct;Email;Email;Paid Search,4,1,49.2
2991,Social Media;Paid Search,2,1,83.07
2992,Paid Search,1,0,0.0
2993,Paid Search,1,0,0.0
2994,Display;Organic Search;Email;Email;Email;Organic Search;Organic Search;Email,8,0,0.0
2995,Direct,1,0,0.0
2996,Paid Search;Direct;Display;Direct;Direct;Social Media,6,0,0.0
2997,Organic Search;Direct;Email;Direct;Organic Search,5,0,0.0
2998,Email,1,0,0.0
2999,Social Media;Display;Email;Paid Search;Paid Search;Email;Display;Display;Social Media,9,1,33.32
3000,Social Media,1,0,0.0
3001,Direct,1,0,0.0
3002,Organic Search;Email;Direct;Paid Search;Social Media,5,0,0.0
3003,Email;Organic Search,2,0,0.0
3004,Paid Search;Social Media;Email,3,0,0.0
3005,Email;Social Media;Organic Search;Email;Social Media;Paid Search,6,0,0.0
3006,Organic Search;Social Media;Social Media;Email;Social Media;Direct;Social Media;Paid Search;Email;Paid Search;Display;Direct,12,0,0.0
3007,Email;Email;Social Media;Paid Search,4,0,0.0
3008,Direct,1,0,0.0
3009,Paid Search;Email;Paid Search;Social Media;Direct;Email,6,0,0.0
3010,Organic Search;Direct;Organic Search,3,0,0.0
3011,Organic Search;Organic Search;Social Media;Email;Social Media;Paid Search,6,0,0.0
3012,Display;Display;Social Media,3,0,0.0
3013,Organic Search,1,0,0.0
3014,Organic Search;Organic Search;Social Media,3,0,0.0
3015,Display;Organic Search;Paid Search,3,0,0.0
3016,Organic Search;Paid Search;Direct,3,0,0.0
3017,Social Media,1,0,0.0
3018,Display,1,0,0.0
3019,Social Media;Paid Search;Paid Search;Paid Search,4,0,0.0
3020,Paid Search;Email;Paid Search,3,0,0.0
3021,Paid Search;Paid Search,2,0,0.0
3022,Direct,1,0,0.0
3023,Social Media;Display;Email;Paid Search;Paid Search;Direct;Direct,7,0,0.0
3024,Social Media,1,0,0.0
3025,Direct;Paid Search,2,0,0.0
3026,Organic Search;Paid Search,2,0,0.0
3027,Social Media;Display,2,0,0.0
3028,Paid Search,1,1,75.79
3029,Social Media;Display;Paid Search;Display;Social Media;Paid Search,6,0,0.0
3030,Email,1,0,0.0
3031,Direct;Paid Search;Paid Search,3,1,111.08
3032,Direct,1,1,20.8
3033,Organic Search;Paid Search;Email;Paid Search;Display;Direct,6,0,0.0
3034,Organic Search,1,0,0.0
3035,Paid Search;Display;Social Media;Display;Social Media;Organic Search,6,0,0.0
3036,Organic Search;Social Media;Social Media;Social Media;Social Media;Social Media;Display;Display;Social Media;Organic Search,10,0,0.0
3037,Direct,1,0,0.0
3038,Direct;Direct;Email,3,0,0.0
3039,Organic Search;Display,2,0,0.0
3040,Paid Search,1,0,0.0
3041,Display,1,0,0.0
3042,Direct,1,0,0.0
3043,Direct,1,0,0.0
3044,Paid Search,1,0,0.0
3045,Organic Search;Paid Search,2,0,0.0
3046,Paid Search;Paid Search;Email;Social Media,4,0,0.0
3047,Display;Social Media,2,0,0.0
3048,Organic Search,1,0,0.0
3049,Direct;Email;Email;Email;Display;Direct,6,0,0.0
3050,Direct;Display;Organic Search,3,0,0.0
3051,Paid Search,1,0,0.0
3052,Paid Search;Email;Direct;Direct;Social Media,5,0,0.0
3053,Organic Search;Social Media;Paid Search;Paid Search,4,1,91.28
3054,Paid Search,1,1,20.33
3055,Email;Paid Search,2,0,0.0
3056,Display;Display,2,0,0.0
3057,Paid Search;Direct,2,1,171.11
3058,Direct;Paid Search;Direct;Email;Email;Social Media;Display;Social Media;Paid Search;Social Media;Organic Search;Direct,12,0,0.0
3059,Paid Search,1,1,30.53
3060,Paid Search;Email;Email;Social Media;Direct,5,0,0.0
3061,Organic Search;Social Media;Social Media;Direct;Email;Paid Search,6,0,0.0
3062,Organic Search;Display;Organic Search,3,0,0.0
3063,Organic Search;Direct;Display;Social Media;Email;Display;Organic Search;Email;Email;Direct;Display;Direct,12,1,9.84
3064,Direct,1,0,0.0
3065,Organic Search;Display;Social Media;Direct;Paid Search,5,0,0.0
3066,Paid Search,1,1,37.34
3067,Display,1,0,0.0
3068,Organic Search;Email;Direct;Social Media;Direct,5,0,0.0
3069,Organic Search;Email;Display;Email;Direct,5,0,0.0
3070,Organic Search;Paid Search;Direct,3,1,28.09
3071,Direct;Paid Search;Paid Search;Display,4,0,0.0
3072,Social Media,1,1,34.27
3073,Social Media;Email;Social Media;Direct,4,1,11.48
3074,Organic Search;Organic Search;Social Media;Paid Search,4,1,33.08
3075,Social Media;Email,2,1,28.01
3076,Direct;Email;Organic Search,3,1,15.2
3077,Email;Email;Organic Search,3,0,0.0
3078,Paid Search,1,0,0.0
3079,Paid Search;Organic Search,2,0,0.0
3080,Social Media;Paid Search,2,0,0.0
3081,Paid Search;Social Media;Paid Search;Social Media;Email,5,0,0.0
3082,Direct;Display;Paid Search,3,0,0.0
3083,Paid Search;Direct,2,1,233.58
3084,Paid Search,1,0,0.0
3085,Direct;Organic Search,2,0,0.0
3086,Social Media;Social Media;Social Media,3,0,0.0
3087,Paid Search,1,0,0.0
3088,Organic Search;Organic Search;Display;Organic Search,4,1,12.14
3089,Paid Search;Direct,2,0,0.0
3090,Display,1,0,0.0
3091,Direct;Display;Paid Search,3,1,37.81
3092,Direct,1,1,24.58
3093,Display;Direct,2,1,130.2
3094,Social Media,1,0,0.0
3095,Social Media;Paid Search,2,1,40.19
3096,Organic Search;Direct;Paid Search,3,0,0.0
3097,Paid Search;Email;Organic Search;Email;Paid Search,5,0,0.0
3098,Organic Search;Direct,2,1,63.85
3099,Organic Search;Paid Search,2,0,0.0
3100,Email;Direct,2,0,0.0
3101,Direct,1,0,0.0
3102,Display;Social Media;Organic Search;Email;Email;Paid Search;Organic Search;Social Media;Direct;Social Media;Email;Organic Search,12,0,0.0
3103,Social Media;Paid Search;Paid Search;Social Media,4,1,18.0
3104,Organic Search;Paid Search,2,1,217.35
3105,Email;Display;Social Media;Paid Search;Direct,5,0,0.0
3106,Organic Search;Organic Search,2,0,0.0
3107,Organic Search;Email;Email;Direct,4,0,0.0
3108,Display,1,0,0.0
3109,Social Media;Email;Display;Paid Search;Social Media;Email;Direct;Social Media;Organic Search;Social Media;Email;Direct,12,0,0.0
3110,Social Media,1,0,0.0
3111,Organic Search,1,0,0.0
3112,Organic Search;Email;Display;Paid Search,4,0,0.0
3113,Organic Search,1,0,0.0
3114,Direct,1,0,0.0
3115,Organic Search;Paid Search,2,0,0.0
3116,Direct,1,0,0.0
3117,Organic Search;Direct,2,0,0.0
3118,Organic Search;Paid Search,2,0,0.0
3119,Social Media;Organic Search;Direct,3,0,0.0
3120,Social Media,1,0,0.0
3121,Email;Display;Paid Search,3,0,0.0
3122,Social Media,1,0,0.0
3123,Paid Search;Direct,2,0,0.0
3124,Paid Search;Social Media;Social Media;Organic Search;Social Media;Organic Search,6,0,0.0
3125,Paid Search,1,0,0.0
3126,Organic Search;Email;Paid Search,3,0,0.0
3127,Social Media;Organic Search,2,0,0.0
3128,Paid Search;Organic Search,2,0,0.0
3129,Email,1,0,0.0
3130,Social Media;Paid Search,2,0,0.0
3131,Paid Search,1,0,0.0
3132,Email;Email,2,0,0.0
3133,Organic Search;Direct,2,0,0.0
3134,Organic Search;Email,2,1,56.33
3135,Direct;Direct;Organic Search,3,0,0.0
3136,Organic Search,1,0,0.0
3137,Organic Search;Display,2,0,0.0
3138,Direct;Display;Social Media;Social Media;Paid Search;Email;Social Media;Organic Search;Paid Search,9,0,0.0
3139,Organic Search,1,0,0.0
3140,Display;Social Media;Paid Search,3,0,0.0
3141,Organic Search;Social Media;Social Media;Paid Search;Email;Paid Search,6,1,21.3
3142,Social Media;Paid Search;Social Media;Email;Direct,5,0,0.0
3143,Organic Search;Email;Social Media;Paid Search,4,0,0.0
3144,Direct,1,1,81.41
3145,Social Media;Direct,2,0,0.0
3146,Organic Search;Paid Search,2,0,0.0
3147,Display;Direct;Display;Display;Organic Search,5,0,0.0
3148,Paid Search;Direct,2,0,0.0
3149,Organic Search;Display;Paid Search;Paid Search;Paid Search,5,0,0.0
3150,Display;Paid Search,2,0,0.0
3151,Direct,1,1,73.02
3152,Display;Email;Email;Social Media;Social Media;Email;Direct,7,0,0.0
3153,Paid Search;Social Media;Social Media,3,0,0.0
3154,Email;Paid Search,2,1,63.14
3155,Organic Search,1,0,0.0
3156,Organic Search;Organic Search;Display;Paid Search;Email;Paid Search;Paid Search;Email;Display;Organic Search,10,0,0.0
3157,Paid Search,1,0,0.0
3158,Paid Search,1,0,0.0
3159,Organic Search;Paid Search;Email;Social Media;Organic Search,5,0,0.0
3160,Social Media;Organic Search;Organic Search;Display;Paid Search,5,0,0.0
3161,Organic Search,1,1,48.67
3162,Display;Display;Email;Email;Display;Email;Direct,7,1,17.55
3163,Organic Search,1,1,30.68
3164,Display;Paid Search,2,0,0.0
3165,Organic Search;Direct,2,0,0.0
3166,Organic Search;Social Media;Social Media;Social Media;Display;Email;Organic Search;Display;Paid Search;Email;Display;Direct,12,1,17.26
3167,Organic Search;Email;Organic Search;Direct,4,0,0.0
3168,Paid Search,1,0,0.0
3169,Social Media;Organic Search;Social Media;Email;Display,5,0,0.0
3170,Organic Search;Paid Search;Social Media;Organic Search;Organic Search;Paid Search;Direct,7,0,0.0
3171,Display;Email;Social Media;Display,4,0,0.0
3172,Paid Search;Display;Social Media;Paid Search;Paid Search;Display;Display;Direct,8,1,50.03
3173,Display;Display;Display,3,0,0.0
3174,Paid Search;Paid Search,2,0,0.0
3175,Direct,1,0,0.0
3176,Direct,1,0,0.0
3177,Direct,1,0,0.0
3178,Direct,1,0,0.0
3179,Organic Search,1,0,0.0
3180,Direct;Paid Search;Organic Search;Paid Search,4,0,0.0
3181,Organic Search;Direct,2,0,0.0
3182,Organic Search;Social Media,2,0,0.0
3183,Organic Search;Direct,2,0,0.0
3184,Social Media;Social Media;Display;Direct,4,0,0.0
3185,Organic Search,1,0,0.0
3186,Organic Search;Email;Email;Social Media,4,0,0.0
3187,Direct;Organic Search;Paid Search,3,0,0.0
3188,Paid Search;Organic Search;Direct,3,0,0.0
3189,Direct;Direct,2,0,0.0
3190,Social Media;Paid Search;Email,3,0,0.0
3191,Direct;Social Media;Direct,3,0,0.0
3192,Display,1,0,0.0
3193,Paid Search,1,0,0.0
3194,Display,1,0,0.0
3195,Social Media;Display;Social Media;Direct,4,0,0.0
3196,Display;Organic Search;Paid Search;Paid Search;Display;Email;Email,7,0,0.0
3197,Email,1,0,0.0
3198,Direct;Email;Direct,3,0,0.0
3199,Email,1,0,0.0
3200,Paid Search;Paid Search;Social Media;Paid Search;Organic Search;Paid Search;Display;Display;Direct;Email;Paid Search,11,1,36.52
3201,Paid Search,1,0,0.0
3202,Paid Search;Email;Paid Search,3,0,0.0
3203,Organic Search;Email;Direct;Paid Search,4,0,0.0
3204,Email;Paid Search,2,0,0.0
3205,Organic Search;Display;Paid Search,3,0,0.0
3206,Social Media,1,0,0.0
3207,Organic Search;Direct,2,0,0.0
3208,Organic Search;Email;Social Media;Display;Direct,5,1,21.42
3209,Social Media;Email;Display;Direct,4,0,0.0
3210,Organic Search;Display;Social Media;Display;Email;Social Media;Organic Search,7,1,81.51
3211,Email,1,0,0.0
3212,Direct,1,0,0.0
3213,Organic Search;Paid Search;Paid Search;Email;Direct,5,0,0.0
3214,Social Media;Social Media,2,1,85.46
3215,Display;Display;Organic Search;Paid Search,4,0,0.0
3216,Direct,1,1,25.68
3217,Organic Search;Social Media;Organic Search;Display;Direct,5,0,0.0
3218,Organic Search;Paid Search;Direct,3,0,0.0
3219,Organic Search,1,0,0.0
3220,Display;Organic Search,2,0,0.0
3221,Direct,1,0,0.0
3222,Direct,1,1,48.11
3223,Organic Search;Organic Search;Social Media,3,0,0.0
3224,Organic Search;Display;Email;Organic Search,4,0,0.0
3225,Organic Search;Display,2,1,37.95
3226,Email,1,0,0.0
3227,Organic Search;Social Media;Display;Email;Direct;Organic Search;Paid Search,7,0,0.0
3228,Social Media;Direct;Display;Display;Paid Search,5,0,0.0
3229,Social Media,1,0,0.0
3230,Social Media;Organic Search,2,0,0.0
3231,Organic Search;Display;Social Media;Email;Display,5,0,0.0
3232,Organic Search;Paid Search;Display;Paid Search;Display;Direct,6,0,0.0
3233,Organic Search;Display;Direct;Email;Direct,5,0,0.0
3234,Direct;Organic Search,2,0,0.0
3235,Organic Search;Email;Organic Search,3,0,0.0
3236,Direct;Display;Social Media;Direct,4,0,0.0
3237,Organic Search;Paid Search;Paid Search;Paid Search;Organic Search;Social Media;Organic Search,7,0,0.0
3238,Organic Search;Display;Organic Search;Display;Organic Search,5,0,0.0
3239,Organic Search,1,0,0.0
3240,Organic Search,1,0,0.0
3241,Organic Search;Social Media;Paid Search,3,0,0.0
3242,Organic Search;Paid Search,2,1,32.26
3243,Display,1,0,0.0
3244,Paid Search;Paid Search,2,0,0.0
3245,Organic Search;Organic Search,2,0,0.0
3246,Paid Search;Social Media;Organic Search;Display;Direct,5,0,0.0
3247,Organic Search;Direct;Paid Search;Paid Search,4,0,0.0
3248,Social Media;Email;Display;Social Media;Social Media;Paid Search;Social Media;Paid Search,8,0,0.0
3249,Organic Search;Display;Paid Search,3,0,0.0
3250,Organic Search;Social Media;Display;Organic Search;Direct;Social Media;Display;Email;Paid Search;Email;Email;Organic Search,12,0,0.0
3251,Direct;Social Media;Display;Email;Social Media;Display;Social Media;Email;Direct,9,0,0.0
3252,Organic Search;Direct;Paid Search;Paid Search,4,0,0.0
3253,Organic Search;Organic Search;Organic Search;Paid Search,4,0,0.0
3254,Social Media;Direct,2,0,0.0
