date,geo,revenue,tv_spend,tv_impressions,tv_cpm,digital_spend,digital_impressions,digital_cpm,social_spend,social_impressions,social_cpm,search_spend,search_impressions,search_cpm,display_spend,display_impressions,display_cpm,price_index,competitor_spend
2023-01-16,southeast,770.15,0.0,0.0,23.95,69.9,7209.0,9.7,0.0,0.0,7.19,115.89,4126.0,28.08,0.0,0.0,4.6,100.45,268.15
2023-01-23,southeast,769.66,148.88,6060.0,24.57,60.22,5937.0,10.14,65.04,8689.0,7.49,121.51,4280.0,28.39,65.15,13869.0,4.7,100.85,262.36
2023-01-30,southeast,794.35,0.0,0.0,24.06,41.47,3749.0,11.06,46.71,6050.0,7.72,55.89,1939.0,28.82,0.0,0.0,4.86,99.86,199.16
2023-02-06,southeast,768.86,0.0,0.0,25.0,69.76,6377.0,10.94,35.56,4460.0,7.97,124.41,4176.0,29.79,0.0,0.0,4.75,100.31,133.32
2023-02-13,southeast,797.8,80.39,3097.0,25.96,106.26,9380.0,11.33,0.0,0.0,8.56,89.69,2815.0,31.86,0.0,0.0,5.07,99.7,289.32
2023-02-20,southeast,737.98,86.53,3280.0,26.38,136.05,12127.0,11.22,53.5,5940.0,9.01,95.98,2884.0,33.29,0.0,0.0,4.98,100.07,132.36
2023-02-27,southeast,818.93,0.0,0.0,27.72,129.04,11138.0,11.59,71.31,7751.0,9.2,106.86,3122.0,34.23,55.02,10799.0,5.1,100.08,263.07
2023-03-06,southeast,776.79,222.84,8017.0,27.8,118.05,10340.0,11.42,29.68,3096.0,9.59,133.57,3799.0,35.16,0.0,0.0,4.99,99.6,311.86
2023-03-13,southeast,876.91,163.0,5708.0,28.56,120.39,10570.0,11.39,55.9,5955.0,9.39,55.82,1570.0,35.56,35.05,7070.0,4.96,99.39,207.91
2023-03-20,southeast,871.59,156.4,5606.0,27.9,107.49,9453.0,11.37,21.09,2204.0,9.57,95.94,2634.0,36.43,30.08,6177.0,4.87,99.74,165.91
2023-03-27,southeast,853.22,93.03,3322.0,28.0,65.2,5544.0,11.76,57.41,5658.0,10.15,114.62,3380.0,33.91,0.0,0.0,4.8,99.79,251.18
2023-04-03,southeast,885.18,182.07,6527.0,27.9,132.8,10969.0,12.11,0.0,0.0,10.1,117.79,3499.0,33.66,26.18,5532.0,4.73,100.08,268.24
2023-04-10,southeast,818.49,208.77,7444.0,28.04,108.09,9282.0,11.65,48.2,4904.0,9.83,115.04,3398.0,33.86,0.0,0.0,4.65,101.07,212.54
2023-04-17,southeast,887.27,137.44,4977.0,27.61,96.57,8315.0,11.61,21.96,2289.0,9.6,66.12,2030.0,32.56,39.54,8334.0,4.74,100.29,288.45
2023-04-24,southeast,871.94,201.26,7370.0,27.31,49.6,4394.0,11.29,0.0,0.0,9.22,80.11,2449.0,32.71,0.0,0.0,4.56,101.1,111.03
2023-05-01,southeast,829.2,0.0,0.0,27.71,84.72,7874.0,10.76,48.49,5438.0,8.92,84.69,2632.0,32.18,39.01,8590.0,4.54,101.15,194.37
2023-05-08,southeast,855.95,108.91,4034.0,27.0,86.11,8159.0,10.55,31.16,3580.0,8.7,122.05,3645.0,33.49,0.0,0.0,4.65,100.7,233.11
2023-05-15,southeast,781.52,160.52,6336.0,25.33,128.35,12467.0,10.29,20.77,2528.0,8.22,76.4,2210.0,34.56,0.0,0.0,4.51,100.04,259.69
2023-05-22,southeast,801.18,122.37,4668.0,26.22,95.12,8749.0,10.87,76.47,9473.0,8.07,69.83,2086.0,33.47,63.51,14658.0,4.33,99.94,130.12
2023-05-29,southeast,783.84,0.0,0.0,26.77,77.75,7206.0,10.79,53.85,6628.0,8.12,130.51,3999.0,32.64,55.28,13114.0,4.21,100.4,249.43
2023-06-05,southeast,773.46,169.28,6726.0,25.17,140.08,13842.0,10.12,0.0,0.0,7.73,51.53,1619.0,31.83,0.0,0.0,4.27,100.34,204.85
2023-06-12,southeast,750.81,178.49,7122.0,25.06,49.57,5108.0,9.7,87.41,11080.0,7.89,129.89,4241.0,30.63,0.0,0.0,4.19,101.09,178.5
2023-06-19,southeast,811.92,0.0,0.0,24.03,82.16,8434.0,9.74,27.83,3568.0,7.8,102.49,3417.0,29.99,64.55,16091.0,4.01,100.37,132.23
2023-06-26,southeast,739.15,0.0,0.0,23.54,42.39,4205.0,10.08,91.65,11723.0,7.82,112.46,3947.0,28.5,18.2,4600.0,3.96,100.36,276.17
2023-07-03,southeast,758.84,223.79,9705.0,23.06,115.32,12359.0,9.33,0.0,0.0,7.44,69.89,2614.0,26.74,33.36,8977.0,3.72,99.74,146.46
2023-07-10,southeast,712.85,0.0,0.0,22.21,133.94,15659.0,8.55,0.0,0.0,7.4,47.71,1806.0,26.42,26.03,7076.0,3.68,99.92,180.27
2023-07-17,southeast,661.59,101.51,4828.0,21.03,67.26,7670.0,8.77,0.0,0.0,6.95,99.86,3826.0,26.1,24.48,6783.0,3.61,100.36,181.07
2023-07-24,southeast,709.23,188.39,9436.0,19.96,127.7,14846.0,8.6,81.83,11833.0,6.92,105.0,4251.0,24.7,21.61,6233.0,3.47,100.15,295.58
2023-07-31,southeast,637.76,204.11,10836.0,18.84,68.54,8433.0,8.13,93.79,13913.0,6.74,96.54,3924.0,24.6,0.0,0.0,3.28,98.85,261.14
2023-08-07,southeast,675.61,127.16,7130.0,17.84,133.18,16612.0,8.02,40.92,6150.0,6.65,53.38,2278.0,23.44,0.0,0.0,3.1,98.95,287.1
2023-08-14,southeast,645.8,0.0,0.0,17.31,116.79,16216.0,7.2,92.05,14739.0,6.25,94.34,4109.0,22.96,44.47,14522.0,3.06,99.17,184.69
2023-08-21,southeast,726.36,222.34,13471.0,16.51,122.11,17398.0,7.02,48.6,8204.0,5.92,94.04,4101.0,22.93,21.93,7084.0,3.1,99.37,256.11
2023-08-28,southeast,678.61,120.72,7334.0,16.46,39.88,5759.0,6.93,48.3,8196.0,5.89,85.51,3820.0,22.38,0.0,0.0,2.97,99.99,245.19
2023-09-04,southeast,645.8,0.0,0.0,16.87,138.61,19858.0,6.98,44.87,7991.0,5.62,91.68,4121.0,22.25,0.0,0.0,2.95,99.45,292.95
2023-09-11,southeast,676.59,0.0,0.0,16.32,113.94,17099.0,6.66,60.15,10735.0,5.6,96.11,4459.0,21.55,34.53,12666.0,2.73,99.79,304.11
2023-09-18,southeast,628.4,108.63,6687.0,16.24,69.85,10579.0,6.6,30.72,5779.0,5.31,80.42,3798.0,21.18,49.47,18686.0,2.65,100.39,130.77
2023-09-25,southeast,650.28,0.0,0.0,16.37,124.67,19555.0,6.38,61.08,11285.0,5.41,46.16,2209.0,20.9,0.0,0.0,2.63,99.5,252.51
2023-10-02,southeast,651.93,220.38,13305.0,16.56,67.42,10520.0,6.41,60.17,11563.0,5.2,71.88,3526.0,20.38,0.0,0.0,2.55,99.66,130.03
2023-10-09,southeast,647.44,0.0,0.0,16.64,129.2,20659.0,6.25,76.9,14501.0,5.3,45.45,2236.0,20.32,0.0,0.0,2.48,99.41,220.19
2023-10-16,southeast,678.68,0.0,0.0,17.14,49.76,7997.0,6.22,82.36,15131.0,5.44,67.04,3431.0,19.54,0.0,0.0,2.45,99.36,166.55
2023-10-23,southeast,662.75,0.0,0.0,17.6,111.54,18251.0,6.11,0.0,0.0,5.39,67.44,3461.0,19.48,0.0,0.0,2.5,99.54,166.7
2023-10-30,southeast,657.92,175.37,10179.0,17.23,94.5,14923.0,6.33,41.98,7527.0,5.58,45.54,2320.0,19.63,0.0,0.0,2.53,99.3,172.71
2023-11-06,southeast,607.51,89.48,4173.0,21.44,54.04,6857.0,7.88,38.71,5679.0,6.82,64.87,2746.0,23.62,51.23,17856.0,2.87,98.96,221.84
2023-11-13,southeast,709.43,218.51,9730.0,22.46,74.15,9294.0,7.98,33.79,4941.0,6.84,49.66,2076.0,23.92,0.0,0.0,2.75,98.97,166.45
2023-11-20,southeast,736.09,205.78,9172.0,22.44,52.59,6441.0,8.17,0.0,0.0,6.78,98.09,4020.0,24.4,21.95,7965.0,2.76,98.43,242.47
2023-11-27,southeast,763.7,157.59,6851.0,23.0,96.59,12064.0,8.01,45.03,6875.0,6.55,109.34,4313.0,25.35,14.66,5124.0,2.86,97.89,181.49
2023-12-04,southeast,742.48,232.19,9642.0,24.08,88.58,10884.0,8.14,39.54,5825.0,6.79,49.3,1847.0,26.69,0.0,0.0,2.7,98.23,120.02
2023-12-11,southeast,855.3,143.47,5840.0,24.57,140.6,16854.0,8.34,92.45,13904.0,6.65,113.7,4231.0,26.88,37.64,13773.0,2.73,97.65,259.26
2023-12-18,southeast,839.06,0.0,0.0,26.06,93.7,10107.0,9.27,61.39,8962.0,6.85,84.09,3158.0,26.63,0.0,0.0,2.76,97.99,168.69
2023-12-25,southeast,827.95,183.87,6398.0,28.74,87.12,9460.0,9.21,45.39,6503.0,6.98,69.0,2603.0,26.51,64.3,21730.0,2.96,98.22,201.18
2022-01-03,midwest,603.61,195.34,7814.0,25.0,58.16,7270.0,8.0,64.4,10733.0,6.0,91.19,6079.0,15.0,0.0,0.0,4.0,100.3,99.82
2022-01-10,midwest,599.49,0.0,0.0,27.06,52.24,6552.0,7.97,45.07,7267.0,6.2,76.87,5026.0,15.29,36.84,8684.0,4.24,99.88,95.35
2022-01-17,midwest,637.17,163.06,5832.0,27.96,68.19,8227.0,8.29,42.39,6716.0,6.31,96.19,6063.0,15.87,41.17,9656.0,4.26,101.12,233.41
2022-01-24,midwest,670.84,111.03,3752.0,29.59,53.17,6228.0,8.54,75.82,12421.0,6.1,84.69,5276.0,16.05,41.88,9503.0,4.41,101.25,121.73
2022-01-31,midwest,669.58,155.27,5336.0,29.1,91.17,10306.0,8.85,32.06,5182.0,6.19,96.49,6014.0,16.04,53.0,11892.0,4.46,101.89,225.5
2022-02-07,midwest,684.47,173.54,5801.0,29.92,104.69,11501.0,9.1,0.0,0.0,6.27,84.98,5268.0,16.13,0.0,0.0,4.59,101.81,183.27
2022-02-14,midwest,689.28,192.76,6523.0,29.55,91.23,9670.0,9.43,0.0,0.0,6.52,73.12,4505.0,16.23,43.69,8920.0,4.9,102.08,109.74
2022-02-21,midwest,663.9,0.0,0.0,28.79,104.54,10419.0,10.03,78.04,11993.0,6.51,112.68,6744.0,16.71,0.0,0.0,5.08,102.5,250.39
2022-02-28,midwest,709.06,0.0,0.0,28.6,66.94,6457.0,10.37,40.18,5782.0,6.95,83.84,4605.0,18.21,0.0,0.0,5.24,103.11,136.34
2022-03-07,midwest,649.67,0.0,0.0,30.02,45.76,4497.0,10.18,19.97,3004.0,6.65,89.18,4940.0,18.05,14.17,2705.0,5.24,103.64,232.81
2022-03-14,midwest,678.28,198.69,6368.0,31.2,96.94,9054.0,10.71,37.72,5400.0,6.98,61.7,3426.0,18.01,0.0,0.0,5.06,104.07,119.95
2022-03-21,midwest,669.42,0.0,0.0,31.66,63.72,5625.0,11.33,0.0,0.0,6.99,91.7,5065.0,18.11,51.48,10165.0,5.07,103.92,226.63
2022-03-28,midwest,735.51,146.08,4810.0,30.37,91.07,7281.0,12.51,26.36,3660.0,7.2,87.99,4781.0,18.4,23.27,4412.0,5.27,103.63,88.74
2022-04-04,midwest,724.15,153.69,5083.0,30.24,55.82,4609.0,12.11,58.12,8039.0,7.23,59.6,3209.0,18.58,0.0,0.0,5.05,103.8,164.91
2022-04-11,midwest,710.57,157.57,5172.0,30.47,39.15,3214.0,12.18,79.86,10690.0,7.47,50.34,2611.0,19.28,18.08,3703.0,4.88,104.26,202.54
2022-04-18,midwest,721.4,80.37,2636.0,30.49,119.35,10475.0,11.39,44.91,6109.0,7.35,90.14,5051.0,17.85,0.0,0.0,4.88,104.15,225.63
2022-04-25,midwest,668.17,0.0,0.0,28.64,45.75,3978.0,11.5,38.7,5480.0,7.06,101.34,6145.0,16.49,0.0,0.0,4.7,104.68,218.59
2022-05-02,midwest,696.4,88.64,3211.0,27.61,118.98,10624.0,11.2,41.65,5708.0,7.3,83.26,5176.0,16.09,0.0,0.0,4.55,105.41,201.93
2022-05-09,midwest,679.64,148.69,5466.0,27.2,118.0,10074.0,11.71,23.37,3256.0,7.18,61.24,3732.0,16.41,22.52,5082.0,4.43,104.95,211.34
2022-05-16,midwest,707.86,0.0,0.0,27.22,101.86,9040.0,11.27,0.0,0.0,7.11,91.94,5964.0,15.42,45.35,10830.0,4.19,104.53,100.42
2022-05-23,midwest,675.17,105.78,4227.0,25.02,90.03,8560.0,10.52,0.0,0.0,7.25,49.62,3587.0,13.83,45.44,11377.0,3.99,104.46,114.25
2022-05-30,midwest,662.4,138.32,5670.0,24.39,82.85,8155.0,10.16,40.79,5923.0,6.89,74.1,5375.0,13.79,25.75,6445.0,4.0,104.62,116.17
2022-06-06,midwest,673.82,120.74,5042.0,23.95,108.22,11564.0,9.36,58.22,8498.0,6.85,53.97,3977.0,13.57,0.0,0.0,3.76,104.36,132.29
2022-06-13,midwest,666.87,0.0,0.0,23.96,57.47,6157.0,9.33,44.29,6747.0,6.56,54.56,4259.0,12.81,0.0,0.0,3.49,105.03,137.68
2022-06-20,midwest,623.03,0.0,0.0,23.81,73.16,8564.0,8.54,57.49,9031.0,6.37,54.85,4529.0,12.11,54.97,16482.0,3.34,105.24,165.29
2022-06-27,midwest,628.74,120.87,5131.0,23.55,86.51,10410.0,8.31,19.93,3214.0,6.2,65.92,5766.0,11.43,0.0,0.0,3.31,105.26,107.58
2022-07-04,midwest,587.21,166.99,7481.0,22.32,68.18,8996.0,7.58,68.08,11830.0,5.75,43.27,3886.0,11.13,0.0,0.0,3.2,104.54,196.66
2022-07-11,midwest,554.32,186.12,9103.0,20.45,69.62,9563.0,7.28,76.19,13974.0,5.45,64.28,6065.0,10.6,0.0,0.0,3.06,103.89,116.93
2022-07-18,midwest,608.49,0.0,0.0,19.59,61.07,8236.0,7.41,57.52,10451.0,5.5,70.14,6727.0,10.43,46.4,15630.0,2.97,104.03,143.61
2022-07-25,midwest,609.84,117.46,6003.0,19.57,81.65,11239.0,7.27,77.09,14071.0,5.48,67.16,7239.0,9.28,45.7,16733.0,2.73,102.96,177.9
2022-08-01,midwest,579.13,77.63,3924.0,19.79,106.85,15564.0,6.87,25.69,4844.0,5.3,60.0,6842.0,8.77,0.0,0.0,2.69,103.47,227.59
2022-08-08,midwest,515.47,66.26,3377.0,19.62,49.73,7469.0,6.66,46.55,8977.0,5.19,85.72,10415.0,8.23,0.0,0.0,2.64,103.39,220.5
2022-08-15,midwest,553.07,153.99,7969.0,19.32,114.23,17635.0,6.48,54.52,10907.0,5.0,44.4,5591.0,7.94,29.32,11563.0,2.54,105.01,206.63
2022-08-22,midwest,504.19,145.93,7662.0,19.05,92.64,14471.0,6.4,0.0,0.0,5.07,64.24,8437.0,7.61,17.75,6972.0,2.55,106.16,128.5
2022-08-29,midwest,574.2,0.0,0.0,18.3,104.45,17396.0,6.0,41.69,8463.0,4.93,38.54,5058.0,7.62,0.0,0.0,2.41,106.07,190.41
2022-09-05,midwest,522.29,95.8,5360.0,17.87,80.94,13510.0,5.99,37.64,7739.0,4.86,38.64,5469.0,7.06,44.09,18078.0,2.44,106.02,115.31
2022-09-12,midwest,564.99,67.22,3636.0,18.49,100.6,18504.0,5.44,0.0,0.0,4.95,65.97,9476.0,6.96,0.0,0.0,2.41,106.52,159.38
2022-09-19,midwest,545.78,0.0,0.0,17.76,33.43,6340.0,5.27,0.0,0.0,4.78,65.12,9308.0,7.0,0.0,0.0,2.36,107.37,162.22
2022-09-26,midwest,517.82,0.0,0.0,18.51,104.02,20165.0,5.16,26.41,5308.0,4.98,81.87,11148.0,7.34,34.2,14610.0,2.34,106.55,99.05
2022-10-03,midwest,502.28,82.42,4507.0,18.29,35.53,6775.0,5.24,0.0,0.0,4.74,64.35,8911.0,7.22,25.74,11058.0,2.33,105.66,132.93
2022-10-10,midwest,533.12,95.48,5005.0,19.08,110.31,20968.0,5.26,29.37,5884.0,4.99,86.32,11810.0,7.31,0.0,0.0,2.42,105.35,238.4
2022-10-17,midwest,511.5,182.1,9885.0,18.42,119.29,23482.0,5.08,19.75,3973.0,4.97,36.84,5282.0,6.97,40.39,17113.0,2.36,105.64,234.7
2022-10-24,midwest,545.58,0.0,0.0,18.97,57.88,11597.0,4.99,51.35,10284.0,4.99,39.78,6057.0,6.57,44.79,19189.0,2.33,105.89,135.55
2022-10-31,midwest,538.78,121.07,6421.0,18.86,50.51,9900.0,5.1,54.09,11283.0,4.79,37.13,5424.0,6.85,22.22,9080.0,2.45,106.42,83.75
2022-11-07,midwest,515.42,70.88,3234.0,21.92,130.09,21076.0,6.17,71.8,12520.0,5.74,45.46,5476.0,8.3,29.83,10236.0,2.91,105.82,103.95
2022-11-14,midwest,564.64,69.36,3083.0,22.5,74.35,12020.0,6.19,52.93,9337.0,5.67,66.26,7556.0,8.77,23.84,7808.0,3.05,104.66,137.36
2022-11-21,midwest,622.83,142.06,5994.0,23.7,144.69,23217.0,6.23,38.11,6698.0,5.69,73.23,8513.0,8.6,0.0,0.0,3.28,105.09,226.48
2022-11-28,midwest,619.14,117.43,4962.0,23.67,53.48,8207.0,6.52,67.39,11613.0,5.8,39.26,4388.0,8.95,0.0,0.0,3.32,104.68,98.58
2022-12-05,midwest,618.55,0.0,0.0,23.21,56.18,8536.0,6.58,50.58,8257.0,6.13,93.53,9636.0,9.71,0.0,0.0,3.48,103.67,200.18
2022-12-12,midwest,672.74,143.32,6033.0,23.76,163.51,24265.0,6.74,21.07,3330.0,6.33,88.9,8810.0,10.09,0.0,0.0,3.45,103.74,98.2
2022-12-19,midwest,680.71,65.54,2693.0,24.34,108.53,14691.0,7.39,52.21,7960.0,6.56,56.87,5441.0,10.45,45.06,12429.0,3.63,104.14,241.22
2022-12-26,midwest,669.33,171.08,6731.0,25.42,117.21,16120.0,7.27,74.11,11366.0,6.52,44.13,4109.0,10.74,51.47,13739.0,3.75,104.08,149.11
2023-01-02,midwest,600.25,0.0,0.0,23.35,60.54,9857.0,6.14,0.0,0.0,5.67,50.87,5561.0,9.15,0.0,0.0,3.39,103.85,216.15
2023-01-09,midwest,636.29,69.48,2893.0,24.01,91.53,14130.0,6.48,0.0,0.0,6.17,48.99,4992.0,9.81,0.0,0.0,3.43,103.77,150.99
2023-01-16,midwest,597.21,0.0,0.0,26.12,84.29,12908.0,6.53,25.18,4058.0,6.2,49.61,5004.0,9.91,0.0,0.0,3.36,103.58,200.45
2023-01-23,midwest,654.78,118.09,4372.0,27.01,85.08,12805.0,6.64,25.69,3836.0,6.7,77.08,7455.0,10.34,0.0,0.0,3.5,102.91,134.15
2023-01-30,midwest,678.59,196.44,7167.0,27.41,92.06,13835.0,6.65,43.7,6409.0,6.82,59.62,5894.0,10.12,26.93,7984.0,3.37,102.55,129.58
2023-02-06,midwest,676.85,138.01,5165.0,26.72,82.63,12232.0,6.76,54.12,7758.0,6.98,68.28,6836.0,9.99,0.0,0.0,3.42,102.81,258.33
2023-02-13,midwest,623.52,0.0,0.0,27.06,69.76,9642.0,7.23,21.16,2877.0,7.35,113.61,10671.0,10.65,33.39,9304.0,3.59,102.97,256.22
2023-02-20,midwest,658.4,0.0,0.0,27.28,56.28,7458.0,7.55,76.13,9786.0,7.78,93.2,8688.0,10.73,16.8,4570.0,3.68,103.06,251.63
2023-02-27,midwest,666.51,0.0,0.0,28.52,99.64,12667.0,7.87,64.33,8168.0,7.88,113.17,9943.0,11.38,0.0,0.0,3.96,102.56,209.01
2023-03-06,midwest,688.74,186.98,6384.0,29.29,51.91,6798.0,7.64,53.54,6791.0,7.89,55.65,4838.0,11.5,0.0,0.0,4.13,102.47,236.7
2023-03-13,midwest,714.69,114.96,4026.0,28.56,92.93,12470.0,7.45,0.0,0.0,7.95,73.5,6685.0,10.99,0.0,0.0,4.1,101.38,116.1
2023-03-20,midwest,742.5,138.78,4800.0,28.91,52.53,7621.0,6.89,21.13,2612.0,8.09,86.5,7604.0,11.38,50.52,12237.0,4.13,101.47,155.68
2023-03-27,midwest,696.95,70.88,2392.0,29.63,87.03,12879.0,6.76,46.52,5573.0,8.35,51.6,4597.0,11.22,25.31,6112.0,4.14,102.18,148.93
2023-04-03,midwest,687.43,0.0,0.0,31.07,97.74,14035.0,6.96,0.0,0.0,8.36,46.31,4034.0,11.48,0.0,0.0,3.95,101.45,196.85
2023-04-10,midwest,737.29,0.0,0.0,31.86,51.25,7256.0,7.06,69.03,8118.0,8.5,95.25,8304.0,11.47,49.72,12951.0,3.84,101.15,148.5
2023-04-17,midwest,718.55,0.0,0.0,32.45,37.28,5336.0,6.99,66.14,7437.0,8.89,92.88,8518.0,10.9,45.64,12145.0,3.76,101.32,111.94
2023-04-24,midwest,726.05,94.51,2928.0,32.28,43.53,6280.0,6.93,33.73,3777.0,8.93,75.59,6948.0,10.88,0.0,0.0,3.51,101.94,180.67
2023-05-01,midwest,698.18,94.75,2931.0,32.33,85.33,12697.0,6.72,76.22,8540.0,8.92,80.81,7025.0,11.5,0.0,0.0,3.48,101.72,213.21
2023-05-08,midwest,670.84,175.15,5286.0,33.13,106.75,15992.0,6.68,23.96,2846.0,8.42,74.81,6491.0,11.53,53.58,15714.0,3.41,101.37,142.49
2023-05-15,midwest,662.84,190.53,6079.0,31.34,35.96,5347.0,6.73,72.01,9402.0,7.66,46.2,4078.0,11.33,42.03,13165.0,3.19,100.39,101.82
2023-05-22,midwest,651.99,76.97,2527.0,30.46,96.61,15355.0,6.29,78.14,10269.0,7.61,67.58,5882.0,11.49,26.59,8379.0,3.17,100.44,112.36
2023-05-29,midwest,690.02,0.0,0.0,29.15,62.04,9975.0,6.22,27.34,3678.0,7.43,55.71,4919.0,11.33,34.03,10712.0,3.18,101.46,120.05
2023-06-05,midwest,693.59,0.0,0.0,28.82,74.11,11856.0,6.25,62.21,8697.0,7.15,49.53,4446.0,11.14,40.41,12929.0,3.13,101.6,132.06
2023-06-12,midwest,694.67,182.41,6254.0,29.17,113.74,18890.0,6.02,18.58,2643.0,7.03,106.61,10140.0,10.51,0.0,0.0,3.02,101.59,189.71
2023-06-19,midwest,658.45,75.36,2702.0,27.89,61.21,10226.0,5.99,41.95,6142.0,6.83,81.17,7874.0,10.31,17.28,5775.0,2.99,101.75,186.42
2023-06-26,midwest,653.11,92.71,3674.0,25.23,72.95,11522.0,6.33,0.0,0.0,6.87,88.2,8534.0,10.34,25.73,8670.0,2.97,101.75,205.49
2023-07-03,midwest,608.77,166.34,6875.0,24.19,33.2,5420.0,6.13,53.16,7954.0,6.68,60.18,6151.0,9.78,47.31,16268.0,2.91,101.34,156.18
2023-07-10,midwest,572.29,0.0,0.0,24.12,39.18,6516.0,6.01,75.9,11975.0,6.34,63.98,6460.0,9.9,0.0,0.0,2.75,101.75,234.08
2023-07-17,midwest,619.06,130.98,5513.0,23.76,54.76,9605.0,5.7,59.02,9325.0,6.33,53.18,5555.0,9.57,0.0,0.0,2.69,101.86,138.73
2023-07-24,midwest,591.49,124.13,5321.0,23.33,34.45,6200.0,5.56,46.8,7678.0,6.1,43.75,4841.0,9.04,0.0,0.0,2.7,101.87,184.53
2023-07-31,midwest,573.84,109.48,4880.0,22.43,87.56,16027.0,5.46,67.82,11293.0,6.01,47.87,5301.0,9.03,0.0,0.0,2.57,101.39,240.42
2023-08-07,midwest,581.97,0.0,0.0,20.96,69.52,13032.0,5.33,76.83,13369.0,5.75,83.28,9582.0,8.69,0.0,0.0,2.66,102.04,143.13
2023-08-14,midwest,576.06,136.07,6575.0,20.69,80.24,15949.0,5.03,0.0,0.0,5.48,75.07,8683.0,8.65,45.08,17701.0,2.55,102.37,133.03
2023-08-21,midwest,576.82,85.95,4370.0,19.67,47.37,9604.0,4.93,0.0,0.0,5.35,66.58,7973.0,8.35,47.73,19213.0,2.48,102.09,257.08
2023-08-28,midwest,575.39,141.79,6911.0,20.52,58.04,11526.0,5.04,21.51,4111.0,5.23,61.71,7577.0,8.14,0.0,0.0,2.38,102.59,169.87
2023-09-04,midwest,555.27,0.0,0.0,20.46,90.42,18071.0,5.0,68.12,13090.0,5.2,85.88,10598.0,8.1,25.77,10977.0,2.35,102.34,222.86
2023-09-11,midwest,562.01,0.0,0.0,19.79,116.95,23076.0,5.07,33.94,6681.0,5.08,38.39,4772.0,8.04,0.0,0.0,2.19,101.95,115.17
2023-09-18,midwest,534.55,84.93,4423.0,19.2,36.44,7327.0,4.97,24.46,5148.0,4.75,49.52,6612.0,7.49,0.0,0.0,2.13,101.57,218.58
2023-09-25,midwest,521.31,0.0,0.0,19.01,110.35,21854.0,5.05,44.15,9481.0,4.66,53.1,7387.0,7.19,0.0,0.0,2.05,100.69,155.38
2023-10-02,midwest,562.75,0.0,0.0,18.83,82.77,16293.0,5.08,57.21,12026.0,4.76,76.56,10383.0,7.37,44.65,21763.0,2.05,100.92,110.12
2023-10-09,midwest,497.78,0.0,0.0,19.52,81.62,16493.0,4.95,40.38,8544.0,4.73,88.11,11966.0,7.36,0.0,0.0,2.12,100.01,195.18
2023-10-16,midwest,557.68,0.0,0.0,19.77,76.02,15106.0,5.03,19.49,4125.0,4.73,47.33,6484.0,7.3,0.0,0.0,2.18,99.39,132.76
2023-10-23,midwest,506.59,0.0,0.0,19.57,38.11,7709.0,4.94,54.37,11038.0,4.93,82.5,11632.0,7.09,0.0,0.0,2.05,98.36,153.18
2023-10-30,midwest,552.26,71.71,3407.0,21.04,39.91,8098.0,4.93,0.0,0.0,4.9,80.79,11579.0,6.98,19.43,8771.0,2.22,98.31,101.86
2023-11-06,midwest,529.79,68.72,2689.0,25.56,100.29,16685.0,6.01,40.53,7144.0,5.67,47.67,5986.0,7.96,0.0,0.0,2.71,98.24,110.95
2023-11-13,midwest,632.28,117.3,4398.0,26.67,72.26,11684.0,6.18,29.85,5185.0,5.76,58.2,7189.0,8.1,43.57,16136.0,2.7,98.08,134.39
2023-11-20,midwest,635.64,158.81,5933.0,26.77,146.37,23996.0,6.1,44.32,7643.0,5.8,59.63,7337.0,8.13,32.92,11872.0,2.77,97.55,101.31
2023-11-27,midwest,591.53,90.31,3258.0,27.72,87.44,13562.0,6.45,0.0,0.0,5.77,93.86,11608.0,8.09,49.36,17289.0,2.86,96.97,233.84
2023-12-04,midwest,661.01,151.24,5271.0,28.69,57.01,8474.0,6.73,68.51,11639.0,5.89,47.98,5797.0,8.28,28.87,10058.0,2.87,97.2,91.1
2023-12-11,midwest,640.2,99.34,3569.0,27.83,104.85,15505.0,6.76,68.89,11232.0,6.13,86.3,10046.0,8.59,0.0,0.0,2.96,96.92,170.34
2023-12-18,midwest,686.77,184.51,6075.0,30.37,76.24,11494.0,6.63,53.63,8516.0,6.3,59.18,6299.0,9.4,0.0,0.0,2.99,97.08,116.05
2023-12-25,midwest,676.6,0.0,0.0,32.43,93.66,13806.0,6.78,38.6,5912.0,6.53,85.21,9238.0,9.22,36.15,11915.0,3.03,96.64,149.4
2022-01-03,west,978.01,224.46,8978.0,25.0,141.78,17722.0,8.0,0.0,0.0,6.0,148.3,9887.0,15.0,0.0,0.0,4.0,99.95,156.48
2022-01-10,west,997.99,0.0,0.0,26.09,103.3,12618.0,8.19,113.59,17660.0,6.43,70.35,4402.0,15.98,0.0,0.0,4.08,99.96,157.37
2022-01-17,west,956.71,129.97,5097.0,25.5,116.28,14377.0,8.09,85.19,13255.0,6.43,116.27,7258.0,16.02,0.0,0.0,4.13,100.36,214.8
2022-01-24,west,921.01,297.18,11537.0,25.76,59.12,6748.0,8.76,100.98,15109.0,6.68,138.06,8596.0,16.06,83.79,19240.0,4.36,100.85,330.81
2022-01-31,west,992.67,0.0,0.0,26.15,177.96,19624.0,9.07,68.77,10089.0,6.82,141.91,8361.0,16.97,46.4,10383.0,4.47,100.59,200.27
